conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.94E+18,2025-06-29 11:10:54+00:00,0,scpt itu tka mendekat #agittrustissuetka #bismillah,1.94E+18,,,in,,0,0,0,https://x.com/greyblodie/status/1939579273653997904,1.38E+18,greyblodie
1.97E+18,2025-06-29 12:52:35+00:00,1,"temen2 ayo kita kencengin doa, kita dobrak pintu langit, semoga nilai TKA kita bagus dan memuaskan untuk semua mapel aamiin ya rabb(crying in silence) 🥺🤲",1.97E+18,,,in,,0,1,0,https://x.com/chirengenak/status/1972975842532978751,1.96E+18,chirengenak
1.98E+18,2025-06-29 14:22:05+00:00,0,dari kls 10 gue gapernah ga remed kalo Ats kimia gini kobisa kmrn TKA ttp milih kimia kek otaknya dimana,1.98E+18,,,in,,0,0,0,https://x.com/nadownat/status/1984285033130234149,1.80E+18,nadownat
1.98E+18,2025-06-29 15:31:44+00:00,0,demi unke capek bngt td hbs try out tka yg kesekian kalinya di sekolah 😪😪😪,1.98E+18,,,in,,0,0,0,https://x.com/_JayJongseong/status/1984395927298384174,1.80E+18,_JayJongseong
1.97E+18,2025-06-29 16:06:38+00:00,0,Alhamdulillah TKA 4 Istimewa. Terimakasih ya Allah for answering my prayer💗,1.97E+18,,,in,,0,0,0,https://x.com/Jystneno/status/1972977937575203054,1.58E+18,Jystneno
1.98E+18,2025-06-30 02:19:57+00:00,0,"review nilai tka mapel pilihan

1. ekonomi: sesuai ekspektasi aku, nilainya bakalan jelek, tapi gatau kenapa kok masih dapat predikat istimewa?? 🤔🤔 (alhamdulillah)
2. sosiologi: nilai tertinggi (tapi tetep jelek bagi aku). but still, i love you, sosiologi",1.98E+18,,,in,,0,0,0,https://x.com/reepjiih/status/1984402852794810474,1.87E+18,reepjiih
1.97E+18,2025-06-30 04:06:33+00:00,1,to tka ruang guru susah bet napa ya anjr😀😀,1.97E+18,,,in,,0,1,0,https://x.com/sbmptnfess/status/1969717019755856107,1.21E+18,sbmptnfess
1.97E+18,2025-06-30 05:00:36+00:00,1,tpi ga mungkin bagus jg tka gua,1.97E+18,,,in,,0,0,0,https://x.com/kejaaanaaa/status/1973043868200546738,1.77E+18,kejaaanaaa
1.94E+18,2025-06-30 05:16:35+00:00,0,"besok oktober, saatnya apa?
scroll tiktok? no. scroll latsol tka? yes😭😭😭😭",1.94E+18,,,in,,0,0,0,https://x.com/theyycallmebass/status/1939664605888045218,494788885,theyycallmebass
1.98E+18,2025-06-30 05:21:11+00:00,0,"Ya allah kukira masalah TKA udah selesai, tapi ternyata sama aja ANJIRTTTT",1.98E+18,,,in,,0,1,0,https://x.com/sangwonpdf/status/1984306344594456749,1.95E+18,sangwonpdf
1.98E+18,2025-06-30 05:38:51+00:00,2,"kenapa exam AKHIR SEMESTER ini lama banget yaampun, keburu belajar osn utbk tka ini itu ini itu 🥺🥺🥺😭😭😭😭",1.98E+18,,,in,,0,2,0,https://x.com/silanwifey/status/1982442086357193090,1.94E+18,silanwifey
1.97E+18,2025-06-30 05:56:13+00:00,1,"aku beneran ga bisa berharap banget sama snbp, even nilai semester 1-5 nya bagus tapi nilai tka nya pasti ancur plus aku ga ada sertif lomba apapun (kalah mulu shit) 💔💔",1.97E+18,,,in,,0,2,0,https://x.com/snoostudy/status/1972903236492468312,1.97E+18,snoostudy
2.00E+18,2025-06-30 06:48:28+00:00,3,"@wishiamwin @maroshiv Memang butuh banget latihan bu, sedangkan materinya gak fokus, di soal cerita itu udah penalaran yg materinya nyampur. Dan pengembangan soal penalaran itupun susah sekali, mungkin gurunya juga kurang kreatif nyarikan soal2 yg sejenis untuk TKA.",2.00E+18,,wishiamwin,in,,0,1,0,https://x.com/waterglow1/status/2003995818760749082,8.35E+17,waterglow1
1.98E+18,2025-06-30 06:58:29+00:00,0,"uas ini mikir hasil tka bangsul gegara penilaian uas PLEK kek tka, mana anjlok dahsyat",1.98E+18,,,in,,0,1,0,https://x.com/shanaraas/status/1984405677562085684,1.47E+18,shanaraas
1.98E+18,2025-06-30 08:00:01+00:00,0,kemana hilangnya keambisan ku waktu awal awal kelas 12 demi menghadapi tka...,1.98E+18,,,in,,0,0,0,https://x.com/wquanrui/status/1984296798434001014,2368867562,wquanrui
1.98E+18,2025-06-30 09:05:10+00:00,0,GUYS NILAI TKA UDAH KELUAR HARI INI?,1.98E+18,,,in,,1,4,0,https://x.com/martincillik/status/1984303399110901923,1.96E+18,martincillik
1.97E+18,2025-06-30 09:19:38+00:00,1,"@hoshhyeon_ OMG KM AGIT YH AYANG, SEMANGAT AGIT😭😭😭 semoga hasil TKA nya bagus trs esenbepe nya biruw biruw, aamiin 🤍🤍",1.97E+18,,,in,,0,0,0,https://x.com/everhmoree/status/1973146585082269924,1.91E+18,everhmoree
1.99E+18,2025-06-30 10:46:25+00:00,2,Sorry yah udah jarang update soal gambar dll karna lagi sibuk buat persiapan ujian TKA (wish me luck semoga keterima di univ impian🫶🏻),1.99E+18,,,in,,0,0,0,https://x.com/tinywinybitti/status/1985947715499638949,1.90E+18,tinywinybitti
1.97E+18,2025-06-30 10:47:54+00:00,4,Jujur ga belajar banyak tka gw lebih ke pasrah kalo bukan rejeki gapapa LIAT LO SNBT GW BANTAI LO SEMUA ABIS TKA FOKUS GW KE SNBT #SIAPDEMIS #PEJUANGAMBIS,1.97E+18,,,in,,0,1,0,https://x.com/akuamma_/status/1973165092519936377,1.45E+18,akuamma_
1.98E+18,2025-06-30 11:25:38+00:00,0,"Ya Allah makasih banyak, nilai TKA aku ada yang istimewa, gak semua tapi Alhamdulillah 🥹",1.98E+18,,,in,,0,0,0,https://x.com/darinntonin/status/1984396954219266389,1.66E+18,darinntonin
1.98E+18,2025-06-30 11:51:03+00:00,9,ALOOO LETS BE MOOTS 26’ ANGKATAN PERCOBAAN TKA YANG LAIN JUGA BOLEH AYOOOO 😆😆😆🎉🎉🎉✌🏻✌🏻✊🏻✊🏻✊🏻,1.98E+18,,,in,,1,4,0,https://x.com/sbmptnfess/status/1983510411056996557,1.21E+18,sbmptnfess
1.98E+18,2025-06-30 12:04:51+00:00,0,MAU BILANG ALHAMDULILLAH TP  AING TEH STRESS TKA ANYING ANYING,1.98E+18,,,in,,0,0,0,https://x.com/eskopsv/status/1984277680699986072,7.79E+17,eskopsv
1.94E+18,2025-06-30 12:06:01+00:00,0,Kak mau tanya kalo misalnya mau ambil FK terus mapel pilihan tka nya biologi sama matematika lanjut bisa ga ya?,1.94E+18,,,in,,0,0,0,https://x.com/snbtfess/status/1941071979827839148,1.52E+18,snbtfess
2.00E+18,2025-06-30 12:09:57+00:00,6,"soal tka nih tipe soalnya yang perlu banget penalaran dan ketelitian dan kita gabisa jawab sekali baca (kaya PM), berbeda dengan soal” yang biasa diberikan sekolah/kisi” dan bagi gw waktu 2 menit per soal itu kurang apalagi soal yang beranak. Btw captionnya gitu banget nder…",2.00E+18,,,in,,0,2,1,https://x.com/psychollogay/status/2003744652042928592,1.77E+18,psychollogay
1.97E+18,2025-06-30 12:37:33+00:00,0,HELL YEAH TKA GUE TRIPLE ISTIMEWA ALHAMDULILLAH,1.97E+18,,,in,,0,0,0,https://x.com/reepjiih/status/1972998035220378036,1.87E+18,reepjiih
1.98E+18,2025-06-30 12:40:27+00:00,0,rek! Ada yg mau ngajar materi tka matematika  di sekolah daerah lakarsantri tiap hari sabtu jam 08.00-10.00? Rep ya,1.98E+18,,,in,,0,0,0,https://x.com/yuzuqki/status/1984405314234658965,1.67E+18,yuzuqki
1.97E+18,2025-06-30 12:46:22+00:00,1,SUMPAH YA NILAI TKA MAPEL MAPEL YG GUA KHAWATIRIN JELEK MALAH BAGUS YG GA GUA KHAWATIRIN MALAH JELEK ANJIR APASIH,1.97E+18,,,in,,1,0,0,https://x.com/sbmptnfess/status/1968849543023186413,1.21E+18,sbmptnfess
1.98E+18,2025-06-30 12:50:53+00:00,0,akhirnya ak pilih sosio eko buat tka 🤧,1.98E+18,,,in,,0,0,1,https://x.com/wiwlstr/status/1984397457321800134,174634431,wiwlstr
1.99E+18,2025-06-30 13:37:32+00:00,4,"temen-temen, ada yang punya list materi buat TKA ngga??? tia ^^",1.99E+18,,,in,,0,0,0,https://x.com/_meema/status/1985157147689390492,1.94E+18,_meema
1.99E+18,2025-06-30 13:48:16+00:00,4,ovt bgt najis tka gajelas udh h-6 bulan gada info,1.99E+18,,,in,,0,1,0,https://x.com/ashetology/status/1985198870960508945,1.42E+18,ashetology
1.97E+18,2025-06-30 14:00:11+00:00,4,"Ah udahlah ntar ngerjain TKA pasrah aja

Belajar soal² takutnya ntar ga keluar kek kemarin, belajar semua materi juga ga nutut

Adahhh pening dh kepala",1.97E+18,,,in,,4,4,0,https://x.com/chirengenak/status/1972853326883795196,1.96E+18,chirengenak
2.00E+18,2025-06-30 14:06:56+00:00,7,"@asepmulyan46 @LilyAquina @bbinaaaaaaaaa @waitinglegend @sikap26gasutbk Sayangnya, sistem TKA gak bisa cap-cip-cup, beberapa pertanyaan bahkan ada yang multiple answer alias jawabannya gak cuma A aja atau B aja tapi bisa A,B,C atau bisa jadi C,D,E dan per soal waktunya cuma 2 menit (testimoni anak kls 12 yg ngerjakan TKA)",2.00E+18,,asepmulyan46,in,,0,2,0,https://x.com/puri__nim/status/2004118005001986118,1.30E+18,puri__nim
1.98E+18,2025-06-30 14:27:17+00:00,0,"tadi tuh ke pvj, tapi otak gue tuh isinya tka tka tka snbt snbt 😭",1.98E+18,,,in,,0,0,0,https://x.com/ilbeiaa/status/1984277927933202478,1.65E+18,ilbeiaa
1.98E+18,2025-06-30 14:35:57+00:00,0,"orang lagi kena musibah, abis rumahnya, hilang harta bendanya gaada gila yang kepikiran buat ngegym atau main bola? atp we need to put TKA or SKD test to those gov people for requirements",1.98E+18,,,in,,0,4,0,https://x.com/leosangwonnie/status/1984401242387595348,1.98E+18,leosangwonnie
1.97E+18,2025-06-30 14:40:34+00:00,1,"@schfess kalau utk standar nilai tka aku gabisa jawab nder, tp kalau hubungan nilai tka ke nilai (raport) mungkin yg sender maksud? iya itu untuk penentu snbp. jadi sistem tka ini di adakan emang utk memvalidasi nilai raport, kalau nilai raport sendernya bagus dan nilai tka juga bagus—",1.97E+18,,,in,,0,0,0,https://x.com/bukansihirmahir/status/1972956534876635631,1.64E+18,bukansihirmahir
1.98E+18,2025-06-30 14:54:39+00:00,0,gue gampang bgt meriang dh sekarang anjer kmrn pas TKA gue meriang sekarang PAS gue meriang,1.98E+18,,,in,,0,0,0,https://x.com/heartlessvry/status/1984278195705876841,1.49E+18,heartlessvry
1.98E+18,2025-06-30 14:57:46+00:00,0,HAH TKA SWBULAN LAGIEE😵‍💫🏃🏻‍♀️💨😭‼️😀🆘,1.98E+18,,,in,,0,0,0,https://x.com/strespkpm/status/1984260473739723002,1.77E+18,strespkpm
1.94E+18,2025-06-30 15:11:01+00:00,121,sch!  buat belajar snbt/tka nyatet latsol atau materi rumus gt mending pake buku folio (buku besar akutansi) atau binder? ada saran ga pls bingung banget:(,1.94E+18,,,in,,2,20,10,https://x.com/schfess/status/1941033237704573078,1.20E+18,schfess
1.94E+18,2025-06-30 15:14:54+00:00,0,guys langganan skulling worth it gaa buat tka/ utbk ??😔😔,1.94E+18,,,in,,0,0,0,https://x.com/unhasfess_/status/1939354833276072394,1.58E+18,unhasfess_
1.98E+18,2025-06-30 15:15:48+00:00,0,mau beli buku tka xpress tp yg sukses sma blum hbis hehe,1.98E+18,,,in,,0,0,0,https://x.com/junyilsa/status/1984294926440616203,1.41E+18,junyilsa
1.99E+18,2025-06-30 15:37:14+00:00,2,"halo camaba fk unsri, team kami buka jasa private snbt dan tka yaaa bisa buat 4-5 orang kok secara online sama bisa nanya-nanya juga yaaa",1.99E+18,,,in,,0,4,1,https://x.com/gorenganpizza/status/1986261121486234015,1.63E+18,gorenganpizza
1.97E+18,2025-06-30 22:03:22+00:00,1,sestress apa aku nanti selasa.. final shc.. tka.. abis liat rapot.. pengennya sih tka bagus trs 2anz debut hehe aamiinn,1.97E+18,,,in,,0,0,0,https://x.com/bbutercuup/status/1972984840837583281,1.91E+18,bbutercuup
1.98E+18,2025-06-30 22:13:41+00:00,0,"@AdilAdiany1 Saya telusuri kesaksian purnawirawan IMIP Morowali. Klaim soal penyembunyian TKA saat inspeksi belum diverifikasi independen, ada bantahan dari pihak seperti Ronald Sinaga. Sumber beragam menunjukkan perdebatan, bukan fakta mutlak. Apa yang ingin diklarifikasi?",1.98E+18,,,in,,0,0,0,https://x.com/woodzoca/status/1984290419623309443,1.94E+18,woodzoca
1.94E+18,2025-07-01 06:16:00+00:00,0,sch! GUYSSSS PLEASE JAWABBB.... bagi tips belajar tka yang efektif dong...... aku udah punya buku wangsit tapi malah bingung belajarnya.... dan kalo mapel wajibnya belajar pake soal lbi lbe pk pm aman gaak kira-kiraa?,1.94E+18,,,in,,0,0,1,https://x.com/schfess/status/1941037033176309844,1.20E+18,schfess
1.94E+18,2025-07-01 10:11:03+00:00,8,"Selama kisi"" materi/bentuk soal TKA dari kemendikdasmen belum keluar, jujur masih belum berani buat beli buku TKA...",1.94E+18,,,in,,0,6,0,https://x.com/lexlaguens/status/1940913594511905126,1.44E+18,lexlaguens
1.94E+18,2025-07-02 11:26:01+00:00,0,"pelajaran buat temen temen : JANGAN BELI BUKU SNBT / TKA FOMO, NANTI GAKEPAKE",1.94E+18,,,in,,0,1,0,https://x.com/emxotional/status/1941155660164628893,2608242673,emxotional
1.94E+18,2025-07-02 16:32:41+00:00,0,gaisss pliss spill jadwal kalian untuk ngejer tka dan utbk,1.94E+18,,,in,,0,0,0,https://x.com/achienassam/status/1940977608411566351,1.52E+18,achienassam
1.94E+18,2025-07-03 08:26:00+00:00,3,ptn! kakak kakak yang udh pernah ikut utul ugm kalau gabisa tka atau ngerjainnya cuma dikit yg bisa aman gak ya😔,1.94E+18,,,in,,0,0,0,https://x.com/sbmptnfess/status/1940371379804889456,1.21E+18,sbmptnfess
1.93E+18,2025-07-03 10:03:10+00:00,1,"sch! siapapun boleh spill materi tka apa aja? bingung belajar dari mana, both saintek dan soshum ya",1.93E+18,,,in,,0,0,0,https://x.com/schfess/status/1931967253848941047,1.20E+18,schfess
1.94E+18,2025-07-03 11:20:31+00:00,1,"kimia utul seru klo waktu ngerjain tka nya disatuin, ga dipisah kek kemarin 🫩",1.94E+18,,,in,,0,0,0,https://x.com/stormfella_/status/1940782244861562929,1.64E+18,stormfella_
1.94E+18,2025-07-03 11:40:35+00:00,0,ada saran lomba/olim tingkat mahasiswa ga? bidang math/bio/chem. selain onmipa. sebenernya aku belum resmi si 😔💔 cuma buat persiapan aja (kecanduan tka anjay),1.94E+18,,,in,,0,1,0,https://x.com/chocoocarrot/status/1940969702098145374,1.60E+18,chocoocarrot
1.94E+18,2025-07-03 11:54:50+00:00,0,stres belajar buat nyicil TKA dan utbk 😭😵‍💫#TeriakAja,1.94E+18,,,in,,0,0,0,https://x.com/gumyupie/status/1941132516154638836,1.62E+18,gumyupie
1.94E+18,2025-07-03 12:05:03+00:00,0,buat yang tahun ini kelas 12 udah pada belajar buat tka belumm?,1.94E+18,,,in,,0,1,0,https://x.com/cloudysmi/status/1940986687515181452,1.85E+18,cloudysmi
1.94E+18,2025-07-03 12:07:26+00:00,2,"ya allahhh yaa allahh g adill bangettt itu sekolah yang curang tka suruh search google, sini udh blajar mati²an, sakit ajaa ditahann² biar g ktinggalan bljr tka, eh malah ada yang curang ya allahhh, sadarkanlah mereka ya allahh",1.94E+18,,,in,,1,3,0,https://x.com/gugusalqilll/status/1939709822963945877,1.82E+18,gugusalqilll
1.93E+18,2025-07-03 12:39:44+00:00,10,Ketauan bikin countdown tka kita gebuk di tempat,1.93E+18,,,in,,0,2,0,https://x.com/kejaaanaaa/status/1932063233218871350,1.77E+18,kejaaanaaa
1.94E+18,2025-07-03 13:27:55+00:00,0,materi tka mapel wajib tuh materi kelas 10-11/10-12/materi basic? yang tau please lmkkk 🍜❤️,1.94E+18,,,in,,0,1,0,https://x.com/baqqet/status/1940712917495951519,1.54E+18,baqqet
1.94E+18,2025-07-03 13:51:40+00:00,12,"Persiapan TKA Matematika: Latihan Sederhana, Bangun Fondasi! 🔢

Luangin waktu 10–15 menit tiap hari buat latihan soal-soal konsep dasar matematika.

Fokus dulu ke hal-hal yang sering muncul:
- Operasi pecahan &amp; bentuk akar
- Persamaan &amp; pertidaksamaan
- Logika matematika &amp;",1.94E+18,,,in,,0,1,1,https://x.com/nfjuara/status/1941044310964686943,1.27E+18,nfjuara
1.94E+18,2025-07-03 14:08:50+00:00,0,haruskah membeli buku gercep TKA??🤔,1.94E+18,,,in,,0,1,0,https://x.com/loouwkey/status/1940972891828637981,1.94E+18,loouwkey
1.94E+18,2025-07-03 14:11:43+00:00,3,"SPMB menguras energi+ emosi 
DKI jalur domisili acuan nya nilai,jarak,lalu umur 
Untuk jabar domisili sesuai jarak 
Tapi ada jalur prestasi dibagi 3 akademik,non akademik,dan nilai rapot 
Nilai rapot ada TKA yang skornya 50:50 lumayan adil
Tapi butuh budget besar",1.94E+18,,,in,,0,1,0,https://x.com/Ljw01109/status/1940953555759927331,562849198,Ljw01109
1.94E+18,2025-07-03 14:38:39+00:00,0,apaitu tka ak msh tk b,1.94E+18,,,in,,0,6,0,https://x.com/oohyeonz/status/1941024899092619304,1.93E+18,oohyeonz
1.94E+18,2025-07-03 15:33:17+00:00,0,aku kalo buka tiktok muncul vt tka sama snbt mual banget😊👺,1.94E+18,,,in,,0,0,0,https://x.com/zeysapoe/status/1940796019928957067,1.50E+18,zeysapoe
1.94E+18,2025-07-03 15:33:24+00:00,1,gue cape cape blajar utbk sama tka tpi lolos snbp behh gue senengnya seminggu cok☝🏻☝🏻(WMLL GAIS HEHEH),1.94E+18,,,in,,0,0,0,https://x.com/strespkpm/status/1940737429482492220,1.77E+18,strespkpm
1.94E+18,2025-07-03 16:11:30+00:00,0,gua bingung belajar tka darimana.......,1.94E+18,,,in,,0,0,0,https://x.com/jossgawinny/status/1941066086084137065,1.50E+18,jossgawinny
1.94E+18,2025-07-03 16:36:04+00:00,0,eh buku buat latihan tka uda ada yaa dr the king? mending beli yg the king apa nunggu yg dari wangsit ya,1.94E+18,,,in,,0,1,0,https://x.com/wangshita/status/1941094683024994737,1.94E+18,wangshita
1.94E+18,2025-07-03 16:39:42+00:00,0,"baru kali ini liburan naik kelas gak kerasa liburannya karena ngurusin demos, kepanitiaan sama yang udah pasti belajar utbk sama tka.. 🥹",1.94E+18,,,in,,0,0,0,https://x.com/wordsfangz/status/1941094407400505545,1.72E+18,wordsfangz
1.94E+18,2025-07-03 23:20:36+00:00,0,"aneh gasih, belajar utbk tka + belajar fundamental math dari dasar + daftar inten, tapi mau masuk binus.. 😭",1.94E+18,,,in,,0,5,0,https://x.com/emxotional/status/1941056625974149630,2608242673,emxotional
1.94E+18,2025-07-04 00:11:00+00:00,271,"ptn! aku keterima teknik top 10 dan ada rencana semigap, skor aku 2025 ini 730+
but aku jg masi mikir² lagi kalau ada tka
menurut kalian ini bener ga? tiap aku ngomong mau semigap, aku dibilang aku rakus krna udh dapat top 10, mau ngejelasin ttg dream uni juga percuma",1.94E+18,,,in,,5,16,1,https://x.com/sbmptnfess/status/1939703225596477857,1.21E+18,sbmptnfess
1.94E+18,2025-07-04 00:45:06+00:00,0,"ptn! kakak² izin sarannya dongg, buku apa ya yang bagus buat belajar tka november nanti tapi bisa sekalian buat utbk. btw aku prefer mulai dari materi yang basic, gak langsung banyak latsol, makasii banyak🌟🌟",1.94E+18,,,in,,0,2,0,https://x.com/sbmptnfess/status/1939656667127496918,1.21E+18,sbmptnfess
1.94E+18,2025-07-04 01:59:23+00:00,0,"Guis, kalian cari latsol materi TKA biasanya dimana? Aku bosen sama quizizz plz",1.94E+18,,,in,,0,2,0,https://x.com/vltnespcx/status/1941140583495737470,1.44E+18,vltnespcx
1.94E+18,2025-07-04 02:28:35+00:00,0,"kok aku lebih nyaman belajar snbt ya dibanding tka, rasa ada tekanan kalau tka soalnya ga ikhlas 😊😅💔",1.94E+18,,,in,,0,1,0,https://x.com/raofisyii/status/1940732381205614865,1.82E+18,raofisyii
1.94E+18,2025-07-04 02:36:44+00:00,5,"menurut w satu dosen ngurusin 30an skripsi/TKA itu berlebihan ga siiih, udh mah jadi mepet deadline, blm lagi harus ngurusin s2 s3.  kekk ini tuh kurang jumlah dosen apa gmn dah pembagiannya",1.94E+18,,,in,,0,2,0,https://x.com/eleveroeil/status/1940764442909987268,4833748434,eleveroeil
1.94E+18,2025-07-04 03:03:33+00:00,17,review utul ugm day 4 sesi 1 (tka: biokim),1.94E+18,,,in,,3,2,2,https://x.com/naelumbo/status/1941028403098140969,1.92E+18,naelumbo
1.94E+18,2025-07-04 03:16:13+00:00,0,"moots, rekomendasi buku buat persiapan tka dong, bingung mau beli yang mana 😀 dan kalo ada yang udh beli mau dong review nya sekalian",1.94E+18,,,in,,0,1,0,https://x.com/cutieflus/status/1940770418392289534,1.63E+18,cutieflus
1.94E+18,2025-07-04 03:34:58+00:00,1,semangatin aku belajar tka pls,1.94E+18,,,in,,1,4,0,https://x.com/200markie/status/1941020756500271163,1.37E+18,200markie
1.94E+18,2025-07-04 04:06:28+00:00,1,eh tka itu mapel minatnya milih sendiri kah atau gmn 😭stress bgt,1.94E+18,,,in,,0,2,0,https://x.com/marsyarbd/status/1941079930240139416,1.93E+18,marsyarbd
1.94E+18,2025-07-04 04:06:48+00:00,11,"HALO GUYSSS, AKU MAU BIKIN REVIEW UTUL UGM DAY 2 SESI 2 DI FEB 

MATERI TKA SOSIO SEJARAH",1.94E+18,,,in,,2,8,3,https://x.com/arsawoo_/status/1940448552305786978,1.63E+18,arsawoo_
1.94E+18,2025-07-04 04:07:20+00:00,0,sdg galau memilih jurusan untuk tka.....😔,1.94E+18,,,in,,0,0,0,https://x.com/ratubelajar/status/1940985535474061514,1.41E+18,ratubelajar
1.94E+18,2025-07-04 04:11:02+00:00,0,snbt tahun depan tuh jadinya ada tka gksihhhh,1.94E+18,,,in,,0,2,0,https://x.com/artistarvin/status/1941127851597873342,1.77E+18,artistarvin
1.94E+18,2025-07-04 04:46:20+00:00,0,"kalau masu masuk dkv, mapel pilihan TKA pilih apa ya guys?",1.94E+18,,,in,,0,1,0,https://x.com/efibeyy/status/1941104760544972993,1.86E+18,efibeyy
1.94E+18,2025-07-04 05:33:27+00:00,0,"📝 Prime TKA SMA Rp257.000 📝
Akses semua materi di aplikasi selama 4 bulan dan dapet 3x TO TKA Premium beserta pembahasan video dan teks

✨ Paket 20x TO Rp205.000 ✨
Dapet 20x TO UTBK Premium beserta pembahasan video dan teks",1.94E+18,,pahamify,in,,0,1,0,https://x.com/pahamify/status/1940985753351475300,9.39E+17,pahamify
1.94E+18,2025-07-04 06:26:25+00:00,4,"galau bgt😭 kalo mau study aboard harusnya fokus ietls dari sekarang ga si.. tapi ADA TKA, ADA UTBK pula😓😓😓😓😓",1.94E+18,,,in,,0,1,0,https://x.com/paysieee/status/1941063991893340530,1.70E+18,paysieee
1.94E+18,2025-07-04 06:42:53+00:00,0,"gusy, buku  tka yang bagus apa?
aku mau mulai nyicil belajar tka.",1.94E+18,,,in,,0,2,0,https://x.com/mark_lauv/status/1940743586766844228,1.55E+18,mark_lauv
1.94E+18,2025-07-04 06:56:48+00:00,0,"nanti kita urutannya gmn sih
tka &gt; nilai keluar &gt; snbp
atau
tka &gt; snbp &gt; nilai keluar",1.94E+18,,,in,,0,1,0,https://x.com/attorniey/status/1941128351223362036,1.41E+18,attorniey
1.94E+18,2025-07-04 07:16:01+00:00,0,"stud! aku kan pengin masuk biologi/pertanian, tp mapel jurusan ku bio, sosio, eko, geo. nah besok waktu tka aku bingung 2 mapel pilihannya 😓 (no salty)",1.94E+18,,,in,,0,1,0,https://x.com/snbtfess/status/1941049381706244418,1.52E+18,snbtfess
1.94E+18,2025-07-04 07:20:11+00:00,0,Woi bingung bljr tka ni drimna,1.94E+18,,,in,,0,0,0,https://x.com/aakubatman/status/1940752317302952093,1.52E+18,aakubatman
1.94E+18,2025-07-04 07:31:06+00:00,1,"Ptn! Mau nanya, sebenernya tka itu sistem nya ky mana sih?, jujur masih kurang paham sama tka",1.94E+18,,,in,,0,0,0,https://x.com/sbmptnfess/status/1939990125980917865,1.21E+18,sbmptnfess
1.94E+18,2025-07-04 07:44:50+00:00,0,"Halo guys boleh rekomendasiin buku latsol buat TKA ga?? Yg isinya bagus dan ga zonk 🙂 
#tka #ptn #bismillahptn",1.94E+18,,,in,,0,0,0,https://x.com/oceanblue3yes/status/1940960905048870931,1.94E+18,oceanblue3yes
1.94E+18,2025-07-04 08:00:01+00:00,0,"lebih mood belajar utbk dibanding tka 😀, takut keterima tka karena niat mau linjur 🙃 gajelas mapel nya.",1.94E+18,,,in,,0,0,0,https://x.com/wonucattie/status/1941040490721550598,1.67E+18,wonucattie
1.94E+18,2025-07-04 08:13:31+00:00,0,"tds 5 aja ya dream 😔😔 susah ini udh kelas 12 hiks 😔💔 yg ujian, yg to, yg tka, yg ini yg itu, kegiatannya bakalan nonstop abis 😔😔😔 gabakalan boleh dh izin konser 😔😔💔💔💔 hiks mw nangis ajala ak......",1.94E+18,,,in,,0,1,0,https://x.com/caramelydra/status/1941086602778017814,1.31E+18,caramelydra
1.94E+18,2025-07-04 08:20:10+00:00,17,"Review utul ugm 2025 (3 Juli)
with TKA bio-kim

Ada 4 sub test
-TKDU (matdas, LBI, LBE)
-TPA (numerik, verbal, simpulan)
-TKA (Biologi, kimia)

A thread",1.94E+18,,,in,,2,2,4,https://x.com/NGAMBISUTBK2025/status/1941099470621741510,1.56E+18,NGAMBISUTBK2025
1.94E+18,2025-07-04 08:46:02+00:00,3,temen-temen boleh rekomendasiin buku untuk TKA &amp; UTBK ngga yaa? aku mau beli soalnya ^.^,1.94E+18,,,in,,0,4,0,https://x.com/raascene/status/1941276733745115348,1.89E+18,raascene
1.94E+18,2025-07-04 08:48:57+00:00,51,"ptn! guys mau nanyaa, aku akt 26, anak saintek dan pengen ambil fkg buat snbp (soalnya setau aku gabisa linjur karna ada tka), tapi ortu aku malah nyuruh ambil fh di snbt nanti. emang bisa ya kalau snbp ga tembus, terus linjur ke fh pas snbt??",1.94E+18,,,in,,1,19,0,https://x.com/sbmptnfess/status/1940688465093685421,1.21E+18,sbmptnfess
1.94E+18,2025-07-04 09:18:13+00:00,0,ada yg TKA nya ambil eko sama sosio?,1.94E+18,,,in,,0,2,0,https://x.com/soshumdailylife/status/1941098694855786683,1.62E+18,soshumdailylife
1.94E+18,2025-07-04 09:22:18+00:00,0,h. inten the king snbt 2025 preloved buku persiapan ptn ekonomi sosiologi geografi bahasa inggris indonesia lbi lbe pk pm ui itb tka,1.94E+18,,,in,,0,0,0,https://x.com/tokyoskates/status/1940995569079800207,1.28E+18,tokyoskates
1.94E+18,2025-07-04 09:23:15+00:00,0,"gusy, mending belajar tka, utbk, atau nyicil materi kelas 12 yh???",1.94E+18,,,in,,0,2,0,https://x.com/kufcingimut/status/1940774738248581219,1.89E+18,kufcingimut
1.94E+18,2025-07-04 09:26:32+00:00,0,kalian lebih prioritas in tka apa utbk guyss?,1.94E+18,,,in,,0,0,0,https://x.com/mrkxaml/status/1941134332619595959,1.38E+18,mrkxaml
