full_text,normalized,label_num_all,pseudo_label_all,confidence_score,label_num,pseudo_label
kalau mau mulai kenalan sama materi tka + snbt enak nya dari mana yaa gais? ada saraan nggaa?? masi agak bingungg😥😥,kalau mau mulai kenalan sama materi tka snbt enak nya dari mana ya guys ada saraan nggaa masih agak bingungg,2,negative,0.7560915946960449,2,negative
muts enaknya klau aku bljr tuh buat persiapan tka(kyk ujian nasional) atau utbk aja yah... aku bingung bgt aku gak dibolehin mandiri krn mahal bezir😭😭😭,muts enaknya kalau aku belajar tuh buat persiapan tkakyk ujian nasional atau utbk saja ya aku bingung banget aku tidak dibolehin mandiri karena mahal bezir,2,negative,0.9872941374778748,2,negative
"Haii, kalian yg angkatan 26 prefer belajar tka/utbk? Boleh spill buku yg kalian pakai?

Thanks in advance!",hai kalian yang angkatan prefer belajar tkautbk boleh spill buku yang kalian pakai thanks ini advance,1,neutral,0.9947891235351562,1,neutral
"Entah lah TKA gimana, bingung banget mau belajar apa, Belum ada kisi kisi belum ada materi yang pastii, fakk lahh",entah lah tka bagaimana bingung banget mau belajar apa belum ada kisi kisi belum ada materi yang pasti fakk lah,2,negative,0.9975494742393494,2,negative
"wait ini konteksnya TKA kah?
emang kalian saingan sama siapa di TKA gusy??._.",tunggu ini konteksnya tka kah memang kalian saingan sama siapa di tka guys,2,negative,0.9968621730804443,2,negative
emang beneran fakta belajar tka lebih malesin dibanding belajar utbk WKWK,memang benaran fakta belajar tka lebih malesin dibanding belajar utbk wkwk,2,negative,0.9961435794830322,2,negative
hii akt 26 ada yg mau modul inten tka ips ga yaa?,hii angkatan ada yang mau modul inten tka ips tidak ya,1,neutral,0.995639443397522,1,neutral
TOLOOONGGG yang sangat SINEMA,tolong yang sangat sinema,0,positive,0.9460713863372803,0,positive
"aku mau jurusan tekdus, but bingung bgt TKA ambil matlan fisika atau fisika kimia, rapotku sih nilai matlan lebih besar dari kimia, cuma aku takut ga sanggup aja kalo pilih matlan 😔😔",aku mau jurusan tekdus but bingung banget tka ambil matematika lanjutan fisika atau fisika kimia rapotku sih nilai matematika lanjutan lebih besar dari kimia cuma aku takut tidak sanggup saja kalau pilih matematika lanjutan,2,negative,0.9777477383613586,2,negative
"WOW. 

Tamat.

Perkuliahan ini tamat.

Sisa skripsi :"")",wow tamat perkuliahan ini tamat sisa skripsi,2,negative,0.9626097679138184,2,negative
ya Allah… satu satunya cara biar ak bisa maksimalin snbt tka dan ukom sepertinya harus tidur larut ya..,ya allah satu satunya cara biar aku bisa maksimalin snbt tka dan ukom sepertinya harus tidur larut ya,0,positive,0.9316480159759521,0,positive
besok aku up materi tka soshum yaa,besok aku up materi tka soshum ya,1,neutral,0.9965463280677795,1,neutral
rata rata pada prioritasin utbk dibanding tka ya,rata rata pada prioritasin utbk dibanding tka ya,1,neutral,0.9690432548522949,1,neutral
"19 Juta lapangan kerja? Wkwk 
Gimana ga banyak pengangguran, Mau kerja jadi pesepakbola tp sepakbola aja isinya TKA😭",juta lapangan kerja wkwk bagaimana tidak banyak pengangguran mau kerja jadi pesepakbola tapi sepakbola saja isinya tka,2,negative,0.989936351776123,2,negative
huftt nyesel kenapa bentar lagi masuk dan belom semua mapel utas buat tka aku kelarinn jadi loncat2 kan🤧 gapapa yg penting udah niat dan belajarr,huftt menyesal kenapa bentar lagi masuk dan belum semua mata pelajaran utas buat tka aku kelarinn jadi loncat kan gapapa yang penting sudah niat dan belajar,2,negative,0.9947651624679565,2,negative
yaallah aku bingung bgt mau fokus tka atau snbt🥺🥺🥺🥺🥺🥺😭😭😭😭😭😭,yaallah aku bingung banget mau fokus tka atau snbt,2,negative,0.9940171241760254,2,negative
"kayaknya angkatanku tuh tikus percobaan banget ya, mulai dari semester 1 NILAI KETINGGIAN jadi grafiknya relatif turun, H-3 (atau 4?) bulan TKA belum ada info resmi, tiba-tiba rapot semester-semester awal DIGABUNG itu maksudnya apasih",kayaknya angkatanku tuh tikus percobaan banget ya mulai dari semester nilai ketinggian jadi grafiknya relatif turun h atau bulan tka belum ada info resmi tibatiba rapot semestersemester awal digabung itu maksudnya apasih,2,negative,0.9447901844978333,2,negative
holishet fakmen AJGGG ini gua bnran udah mau kelas 12??? TKA??? UTBK????? TES? MAN? DI? RI??? KU??LI??YAHH????? holeshet,holishet fakmen ajg ini gua benaran sudah mau kelas tka utbk tes man di ri kuliyahh holeshet,2,negative,0.8956418037414551,2,negative
tka itu buat snbp atau snbt?,tka itu buat snbp atau snbt,1,neutral,0.8527706861495972,1,neutral
haaii ada yg mau modul inten tka ips ga yaa? kalo mau dm akuu,haaii ada yang mau modul inten tka ips tidak ya kalau mau dm aku,1,neutral,0.9959244728088379,1,neutral
guys mau tany mending belajar TKA dlu atau belajar mapel dlu y 🥲,guys mau tany mending belajar tka dulu atau belajar mata pelajaran dulu ya,1,neutral,0.9814760684967041,1,neutral
Aku hari ini belajar buat tka deh😭,aku hari ini belajar buat tka deh,0,positive,0.7933042645454407,0,positive
"@bening2901 Railmin mohon maaf atas ketidaknyamanannya, laporan Kakak sebelumnya telah Railmin teruskan kepada unit terkait. Informasi yang Railmin terima, telah dilakukan tindak lanjut oleh Teknisi Kereta Api (TKA) dan saat ini suhu AC berangsur sejuk kembali ya Kak. Sekali lagi Railmin",railmin mohon maaf atas ketidaknyamanannya laporan kakak sebelumnya telah railmin teruskan kepada unit terkait informasi yang railmin terima telah dilakukan tindak lanjut oleh teknisi kereta api tka dan saat ini suhu ac berangsur sejuk kembali ya kak sekali lagi railmin,1,neutral,0.8592158555984497,1,neutral
yah tka eko gada ngitung pajak bete gw,ya tka eko tidak ada ngitung pajak bete gue,2,negative,0.997453510761261,2,negative
"WTA 

binder beneran enak buat nyatet ngga si guys? aku kan mau belajar buat SNBT sama TKA yaa
tapi aku bukan tipe orang yang suka lettering gituu, jadi kira kira apakah tetep enakan binder yea?

takoot gakepake krn ga mood nulis di binder",mau tanya binder benaran enak buat nyatet tidak sih guys aku kan mau belajar buat snbt sama tka ya tapi aku bukan tipe orang yang suka lettering begitu jadi kira kira apakah tetap enakan binder yea takoot gakepake karena tidak mood menulis di binder,2,negative,0.8908703327178955,2,negative
"gua blm siapin apa” pls buat tka, BINGUNG JUGA BJIR SISTEMNYA KAYA GIMANA?!!!👹",gua belum siapin apa tolong buat tka bingung juga bjir sistemnya kaya bagaimana,2,negative,0.983786404132843,2,negative
"Hii guys👋🏻
Di sini ada yang nanti ngambil mapel peminatan bahasa Inggris tingkat lanjut gak ya di TKA?? Kalau ada, Kira-kira materi untuk mapel bahasa Inggris tingkat lanjut untuk TKA itu apa?? Terima kasih semuanyaa 🙏🏻",hii guys di sini ada yang nanti ngambil mata pelajaran peminatan bahasa inggris tingkat lanjut tidak ya di tka kalau ada kirakira materi untuk mata pelajaran bahasa inggris tingkat lanjut untuk tka itu apa terima kasih semuanya,1,neutral,0.7264893054962158,1,neutral
"hai temenan yuk.. esp anak 26 yang lagi ngeriweuhin tka/snbt, lets be moots!! 💤💤",hai berteman yuk esp anak yang lagi ngeriweuhin tkasnbt lets be moots,1,neutral,0.9331712126731873,1,neutral
"sch! 1 binder untuk tka dan 1 binder untuk utbk + 1 notebook untuk catat sama latsol mtk, udaahh cukup belumm?? Atau ada saran lainn gaa guyss",binder untuk tka dan binder untuk utbk notebook untuk catat sama latihan soal matematika udaahh cukup belumm atau ada saran lainn tidak guys,1,neutral,0.9585948586463928,1,neutral
hai kakak2 sch! mau nanya dong kalo inten itu buka paket TKA ga ya?? dan inten itu ada onlinenya gaa??,hai kakak mau bertanya dong kalau inten itu buka paket tka tidak ya dan inten itu ada onlinenya tidak,1,neutral,0.9912956953048706,1,neutral
gasiap banget tka bjirrr,gasiap banget tka bjir,0,positive,0.8580214381217957,0,positive
"sch! sender naik kelas 12, tka mau pilih biologi sm kimia karna emang sukanya 2 mapel itu, jurusan yang paling bagus prospek kerjanya untuk 2 mapel itu apa yaa? kecuali kedokteran, tia!",aku naik kelas tka mau pilih biologi sama kimia karena memang sukanya mata pelajaran itu jurusan yang paling bagus prospek kerjanya untuk mata pelajaran itu apa ya kecuali kedokteran tia,0,positive,0.9603056907653809,0,positive
"kadang aku bingung sendiri, mending belajar TKA dulu apa UTBK ya? 🥹 kalo diliat dari waktu terdekatnya sih better TKA.. tapi.. utbk juga.. hm..",kadang aku bingung sendiri mending belajar tka dulu apa utbk ya kalau dilihat dari waktu terdekatnya sih better tka tapi utbk juga hm,2,negative,0.8232867121696472,2,negative
"Hi guysss aku mau share quiz hots tka biologi, adakah yang mau di tag?? Rep aja ya 💃 lumayan buat kalian latihan karena sudah ada penjelasan lengkapnya ptn!",hi guys aku mau share quiz hots tka biologi adakah yang mau di tag komen saja ya lumayan buat kalian latihan karena sudah ada penjelasan lengkapnya,1,neutral,0.9698052406311035,1,neutral
akan gw hajar si tka tka itu,akan gue hajar sih tka tka itu,2,negative,0.99432772397995,2,negative
sch! rekomendasi buku tka yang sejauh ini oke dan materinya lengkap 👇,rekomendasi buku tka yang sejauh ini oke dan materinya lengkap,0,positive,0.9472883939743042,0,positive
"kalian kalo belajar nih, misal hari ini tka mapel matematika, utbk pu, trs besoknya ganti, tka mapel b indo, utbk pk, atau seminggu seminggu gais gantinya?",kalian kalau belajar nih misal hari ini tka mata pelajaran matematika utbk punya terus besoknya ganti tka mata pelajaran b indonesia utbk pakai atau seminggu seminggu guys gantinya,1,neutral,0.8990405797958374,1,neutral
"moots, jujur bingung banget dengan tka ini,aku masih bingung dengan jurusan apa yg bakal aku pilih dan mapel pilihan apa huh😓",moots jujur bingung banget dengan tka iniaku masih bingung dengan jurusan apa yang bakal aku pilih dan mata pelajaran pilihan apa huh,2,negative,0.9785084128379822,2,negative
kalo snbt ada tka jg aku nangis tp gaada kabar sih semoga engga amin,kalau snbt ada tka juga aku menangis tapi tidak ada kabar sih semoga tidak amin,2,negative,0.99358069896698,2,negative
Teman teman tolong rekomendasi buku buat belajar tka dong,teman teman tolong rekomendasi buku buat belajar tka dong,1,neutral,0.9802291393280029,1,neutral
guys klo gap itu ikut tka gasii?,guys kalau gap itu ikut tka gasii,1,neutral,0.7229626774787903,1,neutral
sch! adakah yang berlangganan ruang belajar + utbk + tka nya ruang guru? boleh di jelasin ga + testi nya juga ya soal nya mau beli paket itu terimakasih,adakah yang berlangganan ruang belajar utbk tka nya ruang guru boleh di jelasin tidak testimoni nya juga ya soal nya mau beli paket itu terimakasih,1,neutral,0.9594481587409973,1,neutral
Serius nanti ada TKA?🥲,serius nanti ada tka,1,neutral,0.9661772847175598,1,neutral
kerasa bgt dah pressurenya belajar tka,kerasa banget sudah pressurenya belajar tka,2,negative,0.9964509010314941,2,negative
"sch! guys, ada yang mau belajar bareng TKA gratis? Kalau rame nanti aku bakal bikin grup dan bisa zoom bareng mentor, mentornya jg ga kaleng kaleng, alumni IPB dan Lolos UTBK 2019, rep yang mauuuu😍",guys ada yang mau belajar bareng tka gratis kalau rame nanti aku bakal bikin grup dan bisa zoom bareng mentor mentornya juga tidak kaleng kaleng alumni ipb dan lolos utbk komen yang mau,1,neutral,0.7949997782707214,1,neutral
Keren banget deh sangat detail melihat dan menyunting kertas putih,keren banget deh sangat detail melihat dan menyunting kertas putih,0,positive,0.9952504634857178,0,positive
Pagi pagi ada post tanpa caption kirain layout Surabaya,pagi pagi ada post tanpa caption mengira layout surabaya,1,neutral,0.995003879070282,1,neutral
"Dunia dah semakin serius aja
Bentar lagi ngadepin tka, utbk, milih ptn",dunia sudah semakin serius saja bentar lagi ngadepin tka utbk memilih ptn,2,negative,0.8657256364822388,2,negative
"gak usah takut sama TKA, takut hanyalah kepada Allah SWT😉👌🏻",tidak usah takut sama tka takut hanyalah kepada allah swt,0,positive,0.7593621015548706,0,positive
sch! mapel pilihan tka buat masuk ke perpajakan ub selain eko apa yaa?,mata pelajaran pilihan tka buat masuk ke perpajakan ub selain eko apa ya,1,neutral,0.9846301674842834,1,neutral
tka bisa diganti roblok aja gak,tka bisa diganti roblok saja tidak,2,negative,0.8822804689407349,2,negative
haaai ol!! sp maw mutualan sama member baru?? nanti kita bantay tka bersama 🫩💥,hai ol sapa mau mutualan sama member baru nanti kita bantay tka bersama,2,negative,0.9597440361976624,2,negative
"— Quiz atau Latsol Sinonim by grstaana

#PPU #utbk #snbt #utbk2026 #studytwt #ambistwt #tka #kelas12 

1. eksklusif =",quiz atau latihan soal sinonim by grstaana ppu utbk snbt utbk studytwt ambistwt tka kelas eksklusif,1,neutral,0.9954513907432556,1,neutral
"haaloo akt 26, 25, dan 24. aku mau bikin materi, kuis, soal tka serta snbt utbk. adakah yang mau di tag setiap aku post? drop ur @ aja yaa biar aku gampang copasnyaa! &gt;&lt; sch!",haaloo angkatan dan aku mau bikin materi kuis soal tka serta snbt utbk adakah yang mau di tag setiap aku post drop ur saja ya biar aku gampang copasnyaa gtlt,1,neutral,0.8268452286720276,1,neutral
"gen ask PLIS JAWAB AKU 
mapel pilihan tka itu kita sendiri yg milih waktu mendekati ujian atau sesuai mapel pilihan pas pemilihan jurusan awal kelas 11 dulu?",gen ask tolong jawab aku mata pelajaran pilihan tka itu kita sendiri yang memilih waktu mendekati ujian atau sesuai mata pelajaran pilihan pas pemilihan jurusan awal kelas dulu,1,neutral,0.8792912364006042,1,neutral
"sch! Mending mulai bljr TKA dr SMA sem brp yaa? Trs buat SNBT kapan?

Konteksnya aku cukup pede msk eligible, tp ga yakin lolos SNBP :)",mending mulai belajar tka dari sama sem berapa ya terus buat snbt kapan konteksnya aku cukup percaya diri masuk eligible tapi tidak yakin lolos snbp,2,negative,0.9820325970649719,2,negative
enih bljar tka drmn y,enih bljar tka darimana ya,2,negative,0.9223994612693787,2,negative
"sch! kalian yg belajar tka, to nya permateri atau perminggu yaa? dan kalau permateri biasanya kalian to pake apa?",kalian yang belajar tka try out nya permateri atau perminggu ya dan kalau permateri biasanya kalian try out pakai apa,1,neutral,0.8848863244056702,1,neutral
"temen"" kaliaan belajarr tka &amp; snbt ituu buku/bindernya di pisahin kaah???",teman kalian belajar tka   snbt itu bukubindernya di pisahin kaah,2,negative,0.948293924331665,2,negative
"kalian yang pada udah kelas 12 nanti, fokusnya ke tka atau utbk? 😔",kalian yang pada sudah kelas nanti fokusnya ke tka atau utbk,1,neutral,0.9857668876647949,1,neutral
apalah daya peserta utbk 2022 yang digabung TKA dan TPS???? KECILL INI,apalah daya peserta utbk yang digabung tka dan tps kecill ini,2,negative,0.9947354197502136,2,negative
"sch! aku baru aja naik kelas 12 dan jujur ak bingung harus belajar mulai darimana. Aku kewalahan bgt buat belajar TKA sama UTBK. Apakah ada tips &amp; saran yang bener bener penting bgt buat persiapan utbk? kayak cara belajar, nyusun catetan, atau apa gitu?",aku baru saja naik kelas dan jujur aku bingung harus belajar mulai darimana aku kewalahan banget buat belajar tka sama utbk apakah ada tips   saran yang benar benar penting banget buat persiapan utbk kayak cara belajar nyusun catetan atau apa begitu,2,negative,0.9165104031562805,2,negative
aku ni belajar tka buat apa ya... kan ga eligible....,aku nih belajar tka buat apa ya kan tidak eligible,2,negative,0.8493796586990356,2,negative
stud! akt 26 ada yg mau ikut challenge belajar TKA buat persiapan utbk?,angkatan ada yang mau ikut challenge belajar tka buat persiapan utbk,1,neutral,0.996254563331604,1,neutral
WKWKWKWKWKWK BANGKEEEE,wkwkwkwkwkwk bangkai,2,negative,0.9958515167236328,2,negative
Mos mfol me at ngjits tqerpikve fallc qe tka met nqerpik se pom doken si drrle,mos mfol me at ngjits tqerpikve fallc qe tka selamat nqerpik se pom doken sih drrle,1,neutral,0.838982105255127,1,neutral
"Stud! Ak mau daftar RG yg ruang belajar, kira² nanti selain materi materi kls 10-12, ada video pembahasan tentang UTBK kayak penalaran umum, penalaran math, literasi b indo+ing sama materi utbk lainnya engga ya? Terus apa ada materi TKA juga kak? Mohon pencerahan guys",aku mau daftar rg yang ruang belajar kira nanti selain materi materi kelas ada video pembahasan tentang utbk kayak penalaran umum penalaran math literasi b indoing sama materi utbk lainnya tidak ya terus apa ada materi tka juga kak mohon pencerahan guys,1,neutral,0.9483516216278076,1,neutral
"Tpi kalo gini, TKA bakal jadi pengurang keghaiban SNBP gak sih? Soalnya kan sekolah banyak yang gila banget katrolannya. 😇😇😇",tapi kalau begini tka bakal jadi pengurang keghaiban snbp tidak sih soalnya kan sekolah banyak yang gila banget katrolannya,2,negative,0.9364190101623535,2,negative
tka matematika 50 menit apa rasa anjir,tka matematika menit apa rasa anjir,2,negative,0.9907490611076355,2,negative
"info rangkuman webinar TKA dong, baru tau hari ini ada webinar🥹",info rangkuman webinar tka dong baru tau hari ini ada webinar,1,neutral,0.9964587092399597,1,neutral
"kl nyiapin tka trs setellahnya bru ngejer utbk, kira2 keburu ga ya?",kalau nyiapin tka terus setellahnya baru ngejer utbk kira keburu tidak ya,1,neutral,0.8713554739952087,1,neutral
utbk 2026 ga ada tka kan?,utbk tidak ada tka kan,1,neutral,0.7061172723770142,1,neutral
sebenernya yang beneer gimana? ko orang orang bikin kaget bilang UTBK ada tka... tka tuh nov kaan? sedang kan UTBK nggaa ada tka? YAGAASI,sebenarnya yang beneer bagaimana kok orang orang bikin kaget bilang utbk ada tka tka tuh nov kan sedang kan utbk nggaa ada tka yagaasi,2,negative,0.9944776296615601,2,negative
"haii, buat akt 26. kalian udh mulai nyicil tka atau snbt duluu? aku bingung mau belajar gimana",hai buat angkatan kalian sudah mulai mencicil tka atau snbt dulu aku bingung mau belajar bagaimana,1,neutral,0.730248212814331,1,neutral
"😭😭 stress bgt sumpah, nov ada tka, april ada ib exam",stres banget sumpah nov ada tka april ada ib exam,2,negative,0.9965417981147766,2,negative
"Persiapan TKA Matematika Part 2: Strategi Hadapi Soal Model AKM 📊

Di TKA, kamu bisa ketemu soal yang mirip AKM Matematika:

➡️ Panjang, berbasis konteks, dan butuh pemahaman data, bukan sekadar rumus.

💡Latihan hari ini:

Ambil 1 soal cerita panjang (misalnya grafik",persiapan tka matematika part strategi hadapi soal model akm di tka kamu bisa ketemu soal yang mirip akm matematika panjang berbasis konteks dan butuh pemahaman data bukan sekadar rumus latihan hari ini ambil soal cerita panjang misalnya grafik,1,neutral,0.9433574676513672,1,neutral
"Inti webinar tka hari ini:
1. Belajar buat persiapan tka aja sih",inti webinar tka hari ini belajar buat persiapan tka saja sih,1,neutral,0.9889956712722778,1,neutral
"[SPOILER YANG BELUM NONTON SORE SKIP AJA]

Lebih setuju sama analisis ini. Bener juga. Baru sadar apa yang mau diubah Sore baru berubah pas Sore ikhlas. Dan Jo merasa rindu karena kayak ada yang hilang dari ribuan percobaan Sore.",spoiler yang belum menonton sore skip saja lebih setuju sama analisis ini benar juga baru sadar apa yang mau diubah sore baru berubah pas sore ikhlas dan jo merasa rindu karena kayak ada yang hilang dari ribuan percobaan sore,0,positive,0.8347882032394409,0,positive
"Woi twit ku tentang tka kenapa agak rame ya ini, takut banget dikata pansos sama tka 🥀💔",woi twit ku tentang tka kenapa agak rame ya ini takut banget dikata pansos sama tka,2,negative,0.9970703125,2,negative
guys kalian yang belajar tka pake buku yang mana?? terus utbk juga pake buku apaa?? please aku bingung banget harus co buku apa atau harus nunggu wangsit keluar huhu,guys kalian yang belajar tka pakai buku yang mana terus utbk juga pakai buku apa tolong aku bingung banget harus cowok buku apa atau harus menunggu wangsit keluar huhu,2,negative,0.980177640914917,2,negative
"TKA ini sebenernya ibarat bola panas. 

Andai seluruh siswa kelas 12 SMA di Indonesia memutuskan ga ikut TKA semua, bakal kaya gimana ya?",tka ini sebenarnya ibarat bola panas andai seluruh siswa kelas sama di indonesia memutuskan tidak ikut tka semua bakal kaya bagaimana ya,2,negative,0.9550625681877136,2,negative
"takut aku udah ngubah destinasi ke sg, malah tka nya pas jebis konser di sg💔",takut aku sudah ngubah destinasi ke sg malah tka nya pas jebis konser di sg,2,negative,0.9947413206100464,2,negative
makin hari makin benci tka,makin hari makin benci tka,2,negative,0.9968440532684326,2,negative
sch! adakah yang open class kimia SMA? aku mau belajar materi buat persiapan TKA,adakah yang open class kimia sama aku mau belajar materi buat persiapan tka,1,neutral,0.9902663826942444,1,neutral
"udh fix bodoamat sama tka, aku mau sibuk bikin fanfic aja",sudah fix bodoamat sama tka aku mau sibuk bikin fanfic saja,2,negative,0.9799743890762329,2,negative
"Hiruk pikuk pejuang 26 belum terlalu ramai

Khawatir banyak yang bakal ketinggalan info, apalagi info TKA buat siswa yang bakal eligible SNBP.",hiruk pikuk pejuang belum terlalu ramai khawatir banyak yang bakal ketinggalan info apalagi info tka buat siswa yang bakal eligible snbp,2,negative,0.7395852208137512,2,negative
IH DA... aku takut dikira bisa masuk karena ayahku guru disitu... pdhl aku ud banting tulang buat belajar TKA,ih dah aku takut dikira bisa masuk karena ayahku guru disitu padahal aku sudah banting tulang buat belajar tka,2,negative,0.9969223141670227,2,negative
"dikit lagi masuk sekolah, egx siap jadi agit.. takut tka dkk.. 😔😔😔",dikit lagi masuk sekolah egx siap jadi kelas tiga takut tka dkk,2,negative,0.9691408276557922,2,negative
"hai haii, ada yang punya catetan/materi tka soshum gak yaa? makasiii",hai hai ada yang punya catetanmateri tka soshum tidak ya terima kasih,1,neutral,0.9914141297340393,1,neutral
jadi inti webinar kebijakan TKA tadi gimana? ak ketiduran 😊🤡,jadi inti webinar kebijakan tka tadi bagaimana aku ketiduran,2,negative,0.9652162790298462,2,negative
"Ini beneran tka sisa 100+ hari doang, aku gak siap, mamahhh 😭",ini benaran tka sisa hari doang aku tidak siap mamah,2,negative,0.9973387122154236,2,negative
"aku belajar eko tuh buat ksr... bukan buat tka.... sejujurly, aku gak minat tka....",aku belajar eko tuh buat ksr bukan buat tka sejujurly aku tidak minat tka,2,negative,0.9544603824615479,2,negative
"Persiapan TKA Bahasa Indonesia Part 2:
Baca Cepat + Paham Isi? Bisa Dilatih! 🧠📖

Kali ini, kita fokus ke latihan baca cepat dengan pemahaman. Caranya?

1. Setel timer 5 menit.
2. Baca 1 artikel opini sampai habis.
3. Setelah selesai, langsung jawab 3 pertanyaan ini:

- Apa",persiapan tka bahasa indonesia part baca cepat paham isi bisa dilatih kali ini kita fokus ke latihan baca cepat dengan pemahaman caranya setel timer menit baca artikel opini sampai habis setelah selesai langsung jawab pertanyaan ini apa,1,neutral,0.8764613270759583,1,neutral
"TKA EKONOMI GERAMNYE AKU, SEDANGKAN AK LIAT ORNG DEPAN AK, TKA SAINTEK DIA JAWAB SAT SET SAT SET, sp pun km smoga jawabny bener smua yak, km jawab smua soalny 😭 gtw nama km sp",tka ekonomi geramnye aku sedangkan aku lihat orang depan aku tka saintek dia jawab sat set sat set sapa pun kamu semoga jawabny benar semua ya kamu jawab semua soalny tidak tau nama kamu sapa,2,negative,0.9950533509254456,2,negative
"sch! aku akt 26 bingung ambil akuntansi atau perpajakan, better yg mana ya? dan kalau tka ambil eko + bingg lanjut bisa gak ya? tia!",aku angkatan bingung ambil akuntansi atau perpajakan better yang mana ya dan kalau tka ambil eko bingg lanjut bisa tidak ya tia,1,neutral,0.8722429275512695,1,neutral
YES KATANYA TKA INI UDAH GA MANDANG BACKGROUND SEKOLAH (berarti emang bukan rejeki aku untuk dapat sma impianku😔),yes katanya tka ini sudah tidak mandang background sekolah berarti memang bukan rejeki aku untuk dapat sama impianku,2,negative,0.8201175928115845,2,negative
"Yang nilai rapornya ga cukup buat masuk eligible, bisa langsung fokus nyiapin UTBK.

Yang nilai rapornya cukup, justru harus menghadapi TKA karena buat validasi rapor untuk SNBP.",yang nilai rapornya tidak cukup buat masuk eligible bisa langsung fokus nyiapin utbk yang nilai rapornya cukup justru harus menghadapi tka karena buat validasi rapor untuk snbp,1,neutral,0.7978544235229492,1,neutral
"sch! Sebentar lagi anak SMA mau TKA, dan rencana tetangga sender mau ambil pariwisata kira kira matpel yang make sense buat jadi pilihan apa ya?",sebentar lagi anak sama mau tka dan rencana tetangga aku mau ambil pariwisata kira kira matpel yang memakai sense buat jadi pilihan apa ya,1,neutral,0.8542779684066772,1,neutral
"jadi aku ke senayan untuk konsul beasiswa 2026, dan tanya tentang tka ke dikti.

awalnya aku tanya ke satpam gedung utama, kalau mau konsul beasiswa ke gedung mana? di jawab ke gedung d 

karena aku ga lihat gedung d, aku masuk ke gedung B dan tanya di mana gedung d",jadi aku ke senayan untuk konsultasi beasiswa dan tanya tentang tka ke dikti awalnya aku tanya ke satpam gedung utama kalau mau konsultasi beasiswa ke gedung mana di jawab ke gedung di karena aku tidak lihat gedung di aku masuk ke gedung b dan tanya di mana gedung di,1,neutral,0.7959308624267578,1,neutral
"Dipikir"" tka nih sebenarnya gajelas gasih",dipikir tka nih sebenarnya tidak jelas tidak sih,2,negative,0.9907646179199219,2,negative
"habis baca thread yang share poin² penting TKA dari webinar tadi, makin dibaca dan di pahami makin pusing🥲",habis baca thread yang share poin penting tka dari webinar tadi makin dibaca dan di pahami makin pusing,2,negative,0.9955449104309082,2,negative
ini bisa langsung loncat masuk ui apa ub aja ga si? mls bgt persiapan tka sm utbk pls,ini bisa langsung loncat masuk ui apa ub saja tidak sih malas banget persiapan tka sama utbk tolong,2,negative,0.9962726831436157,2,negative
NANGIS BGT.... UDAH ADA CHANCE BS KE KL MALAH LAGI TKA,menangis banget sudah ada chance bisa ke kalau malah lagi tka,2,negative,0.9970207810401917,2,negative
"sch! enaknya belajar TKA mulai dr materi kelas 11 (karna ngerasa kan baru belajar ya, jd kayak biar dikembangin lagi biar ga keburu lupa) atau kelas 10 yaa?",enaknya belajar tka mulai dari materi kelas karena merasa kan baru belajar ya jadi kayak biar dikembangin lagi biar tidak keburu lupa atau kelas ya,0,positive,0.8987141847610474,0,positive
"sch! gais mau bertanya, enaknya buat tka latihan soal nya lebih baik pake soal UN yang dulu atau pake buku buku paket tka gitu ya??",guys mau bertanya enaknya buat tka latihan soal nya lebih baik pakai soal un yang dulu atau pakai buku buku paket tka begitu ya,1,neutral,0.9793037176132202,1,neutral
"hii aku masih bingung banget start belajar TKA dari mana, ada yang udah mulai kah?",hii aku masih bingung banget start belajar tka dari mana ada yang sudah mulai kah,2,negative,0.9560947418212891,2,negative
"yah ada tka, bete liat tka",ya ada tka bete lihat tka,2,negative,0.9975458979606628,2,negative
belajar snbt atau tka ya enaknya.....,belajar snbt atau tka ya enaknya,0,positive,0.8502753973007202,0,positive
"kesibukan new agit
1. nyicil materi tka
2. roblox..jangan pernah pergi..",kesibukan new kelas tiga mencicil materi tka robloxjangan pernah pergi,1,neutral,0.989998996257782,1,neutral
"yang nyicil tka b inggris sama lbe, itu kalian perbanyak nulis vocab sama apa lagi yah?",yang mencicil tka b inggris sama lbe itu kalian perbanyak menulis vocab sama apa lagi ya,1,neutral,0.9069101810455322,1,neutral
guysss kalian ada yang punya jadwal belajar TKA sama UTBK gaa? masih bingung bagi waktu nya😔,guys kalian ada yang punya jadwal belajar tka sama utbk tidak masih bingung bagi waktu nya,1,neutral,0.9783631563186646,1,neutral
"sch! mau nanya dong, akuu kan mau belajar tka + utbk menurut kalian belajar b.indo kalo digabung sama lbi oke gaa??",mau bertanya dong aku kan mau belajar tka utbk menurut kalian belajar bahasa indonesia kalau digabung sama lbi oke tidak,1,neutral,0.8523378968238831,1,neutral
"PTN! Kalian kalo hari sekolah, sisipin jam bljr untuk TKA/UTBK brp jam guyss",kalian kalau hari sekolah sisipin jam belajar untuk tkautbk berapa jam guys,1,neutral,0.9891878962516785,1,neutral
ada info terbaru TKA apanih,ada info terbaru tka apanih,1,neutral,0.9960546493530273,1,neutral
