full_text,normalized,label_num,pseudo_label,confidence_score
gara gara katanya skrg masuk kuliah jalur prestasi ga pake rapot lagi tapi pake TKA jadi gada motivasi buat bagusin nilai,gara gara katanya sekarang masuk kuliah jalur prestasi tidak pakai rapot lagi tapi pakai tka jadi tidak ada motivasi buat bagusin nilai,2,negative,0.997588038
"LANCAR TKA, TKA ISTIMEWA😊
LANCAR TKA, TKA ISTIMEWA😊
LANCAR TKA, TKA ISTIMEWA😊
LANCAR TKA, TKA ISTIMEWA😊
LANCAR TKA, TKA ISTIMEWA😊",lancar tka tka istimewa lancar tka tka istimewa lancar tka tka istimewa lancar tka tka istimewa lancar tka tka istimewa,0,positive,0.691023052
"stud! info skor utbk farmasi dan univnya dong kaka kaka, sama yang punya rekomend buku belajar utbk sama tka boleh kasih tau jugaa!!",info skor utbk farmasi dan univnya dong kakak kakak sama yang punya rekomend buku belajar utbk sama tka boleh kasih tau juga,1,neutral,0.99346596
penasaran nilai tka ade gua,penasaran nilai tka adek gua,1,neutral,0.914095402
males mikirin nilai tka ah mending belajar utbk,malas memikirkan nilai tka ah mending belajar utbk,2,negative,0.989084661
sesulit apa soal-soal TKA? 😨,sesulit apa soalsoal tka,2,negative,0.913710177
dr kmn belum ada semangat belajar tka trs skrg jd kayak PENGEN belajar gitu BISMILLAH WISH AKU DI 2026 ADALAH SEMAKIN RAJIN DAN NILAI SEMAKIN BAGUS DAN TKA LANCAR DAN 2027 KETERIMA AKTUARIA UI,dari kemana belum ada semangat belajar tka terus sekarang jadi kayak pengin belajar begitu bismillah wish aku di adalah semakin rajin dan nilai semakin bagus dan tka lancar dan keterima aktuaria ui,0,positive,0.994080484
hal yang agak gue sesalkan sejujurnya adalah gue bener2 gasempet peer review my tka karena gaada waktu🥲🥲🥲,hal yang agak gue sesalkan sejujurnya adalah gue benar gasempet peer review my tka karena tidak ada waktu,2,negative,0.98619628
"AAAA SAYANG SAYANG AKUUU SELAMATTT!!!!!🎉😭💐🫶 aku seneng banget bisa jadi bagian dari moa dan berusaha voting walau ketubruk tubruk sama tka dan kesibukan agit lainnya tapi ini terbayar, dan sekali lagi SELAMATT MY BOYS, YOU DESERVED IT🫶🫶",a sayang sayang aku selamat aku senang banget bisa jadi bagian dari moa dan berusaha voting walau ketubruk tubruk sama tka dan kesibukan kelas tiga lainnya tapi ini terbayar dan sekali lagi selamatt my boys you deserved itu,0,positive,0.989570498
26 semangat tka yah ak tau ini gamudah,semangat tka ya aku tau ini gamudah,0,positive,0.930137753
"ptn! ada yang punya latsol TKA soshum ga yaa? yang ada mtk, bindo, dan bing😇",ada yang punya latihan soal tka soshum tidak ya yang ada matematika bahasa indonesia dan bahasa inggris,1,neutral,0.994882464
Idgaf bout TKA mapel pilihannya kagak bisa milih.. sesuai voting dan ke bagiannya ekonomi?! gua yg se gasuka itu sama itungan.. dh gua pasrah mau demo kek mana pun gabakal mempan.. sekola ee mana gua udh bljr bhs ing tingkat lanjut kocak😊,idgaf bout tka mata pelajaran pilihannya kagak bisa memilih sesuai voting dan ke bagiannya ekonomi gua yang se gasuka itu sama hitungan dah gua pasrah mau demo kayak mana pun tidak bakal mempan sekola ee mana gua sudah belajar bahasa ing tingkat lanjut kocak,2,negative,0.821151257
"Wallahu takut TKA banget, sampai nangis di jalan saking takutnya",wallahu takut tka banget sampai menangis di jalan saking takutnya,2,negative,0.997282386
PASCA TKA gini kalian udah safereward belum? ptn!,pasca tka begini kalian sudah safereward belum,1,neutral,0.897301137
kalian belajar tka dulu apa snbt dulu,kalian belajar tka dulu apa snbt dulu,1,neutral,0.563406944
"gatau mau menanggapi apa sama negara ini, tka uda deket 😔😔😔⛔️⛔️",tidak tau mau menanggapi apa sama negara ini tka sudah dekat,2,negative,0.994432271
ptn! gays rekomendasi buku buat belajar TKA dong,gays rekomendasi buku buat belajar tka dong,0,positive,0.820546985
woi ini tka pada curang tetep buat validasi nih...🙄🙄🙄🙄,woi ini tka pada curang tetap buat validasi nih,2,negative,0.996797621
tka ak kyknya dibagiin klo udah gak hype lagi dah /ketinggalan zaman,tka aku kayaknya dibagiin kalau sudah tidak hype lagi sudah ketinggalan zaman,2,negative,0.99688369
morning dr ak gel 2 😔✊🏻 GEL 2 SEMANGAT YA MARI KT BANTAI TKA!! 🔥🔥,morning dari aku gelombang gelombang semangat ya mari kita bantai tka,0,positive,0.664921343
besok hari terakhir PAS dan aku akan langsung bertempur untuk tka,besok hari terakhir pas dan aku akan langsung bertempur untuk tka,1,neutral,0.971889317
"buat tka yang curang, yang pake bocoran soal, yang bocorin soal, dll. gue doain lu yang jelek jelek babi anjing pukimak pepek",buat tka yang curang yang pakai bocoran soal yang bocorin soal dll gue doain kamu yang jelek jelek babi anjing pukimak pepek,2,negative,0.997270763
"Selamat siang!

H-64 TKA 2025
H-237 UTBK 2026             

Semangat!",selamat siang h tka h utbk semangat,1,neutral,0.958708346
ptn! jadi aku mau ambil tka sosio-eko (mapel penjurusan aku soshum murni + bitl misal aku ambil psikologi (soshum)/ilmu administrasi oke ga ya? atau 2 mapel tu harus selinear sama 1 jurusan aja? tia 🤍,jadi aku mau ambil tka sosioeko mata pelajaran penjurusan aku soshum murni bitl misal aku ambil psikologi soshumilmu administrasi oke tidak ya atau mata pelajaran itu harus selinear sama jurusan saja tia,1,neutral,0.399908036
haaai ol!! sp maw mutualan sama member baru?? nanti kita bantay tka bersama 🫩💥,hai ol sapa mau mutualan sama member baru nanti kita bantay tka bersama,2,negative,0.959744036
guyss tka itu materinya dari kelas 10 full semuaa atau cm bbrp? ada yg punya ringkasan materi uji buat tka gak yaa?,guys tka itu materinya dari kelas full semuaa atau cuma beberapa ada yang punya ringkasan materi uji buat tka tidak ya,1,neutral,0.96466285
"@Piyusaja2 sederhana gmn. soal TKA nya susah bgtttt. murid murid juga pada ngeluh. soal di detik2 TKA itu udah susah, TKA nya sendiri lebih susah",sederhana bagaimana soal tka nya susah banget murid murid juga pada ngeluh soal di detik tka itu sudah susah tka nya sendiri lebih susah,2,negative,0.992529571
Eh guys ini nilai tka bing emang anomali kah??,eh guys ini nilai tka bahasa inggris memang anomali kah,2,negative,0.996414006
"@NenkMonica Usir saja para TKA tersebut, karena bisa menyulut kerusuhan para pekerja lainnya.",usir saja para tka tersebut karena bisa menyulut kerusuhan para pekerja lainnya,2,negative,0.996500492
tka udah dekat malah tambah malas,tka sudah dekat malah tambah malas,2,negative,0.997767329
Ini provinsi juga aneh banget sih orang kayak gini bisa kepilih.,ini provinsi juga aneh banget sih orang kayak begini bisa kepilih,2,negative,0.997910082
"Kayak soal TKA anjinggg ""jika max dan george tidak mau duduk bersama dan charles harus duduk sebelah max maka dimana lewis hamilton duduk""",kayak soal tka anjing jika max dan george tidak mau duduk bersama dan charles harus duduk sebelah max maka dimana lewis hamilton duduk,2,negative,0.67498219
"@asepmulyan46 @LilyAquina @bbinaaaaaaaaa @waitinglegend @sikap26gasutbk Sayangnya, sistem TKA gak bisa cap-cip-cup, beberapa pertanyaan bahkan ada yang multiple answer alias jawabannya gak cuma A aja atau B aja tapi bisa A,B,C atau bisa jadi C,D,E dan per soal waktunya cuma 2 menit (testimoni anak kls 12 yg ngerjakan TKA)",sayangnya sistem tka tidak bisa capcipcup beberapa pertanyaan bahkan ada yang multiple answer alias jawabannya tidak cuma a saja atau b saja tapi bisa abc atau bisa jadi cde dan per soal waktunya cuma menit testimoni anak kelas yang ngerjakan tka,2,negative,0.919552565
wow to tka sudah bertebaran....,wow try out tka sudah bertebaran,0,positive,0.784723878
"INFO A1 jumlah soal TKA:

&gt; pertama latihan

&gt; BINDO 30 soal -  waktu 45 menit

&gt; MATWA 25 soal - waktu 50 menit

&gt; BINGGRIS 25 soal - waktu 45 menit

bacaan literasi sangat panjang.

tetap semangat dan jaga kesehatan angkatan 26 ❤️",info a jumlah soal tka begitu pertama latihan begitu bahasa indonesia soal waktu menit begitu matematika wajib soal waktu menit begitu binggris soal waktu menit bacaan literasi sangat panjang tetap semangat dan jaga kesehatan angkatan,0,positive,0.922217846
"Aku mau belajar ulang ah. Klo taun depan emg ada TKA, ak mw buka kls zum gratis.
Tapi takut aku sesat",aku mau belajar ulang ah kalau tahun depan memang ada tka aku mau buka kelas zum gratis tapi takut aku sesat,2,negative,0.995687187
"hy selamat tka org org gelombang 1, smoga dipermudah dan dpt nilai bgs bgs smua 🤤",hai selamat tka orang orang gelombang semoga dipermudah dan dapat nilai bagus bagus semua,0,positive,0.791287839
TKA ada bahasa korea???,tka ada bahasa korea,1,neutral,0.567991734
"Minggu depan anak SMA pada ujian TKA , mata pelajaran  utama kek Bindo,Bing, MTK dan mata pelajaran pilihan…. 

Terus ponakan gw milih Fisika.

Aku sebagai tantenya syok, emaknya juga, tp ya udah terserah dya..🤣🤣🤣🤣",minggu depan anak sama pada ujian tka mata pelajaran utama kayak bindobing matematika dan mata pelajaran pilihan terus ponakan gue memilih fisika aku sebagai tantenya syok emaknya juga tapi ya sudah terserah dia,2,negative,0.865916014
"@girikuncoro @ecommurz Berdasarkan data, TKA baru pertama kali untuk kelas 12 di 2025, jadi tak ada perbandingan langsung. Namun, tren nasional dari PISA menunjukkan penurunan: matematika 379 (2018) jadi 366 (2022), literasi 371 (2018) jadi 359 (2022).

Penyebab utama: perubahan kurikulum cepat, siswa",berdasarkan data tka baru pertama kali untuk kelas di jadi tak ada perbandingan langsung namun tren nasional dari pisa menunjukkan penurunan matematika jadi literasi jadi penyebab utama perubahan kurikulum cepat siswa,1,neutral,0.758748651
Tidak mencerminkan gogo pisif iu,tidak mencerminkan gogo pisif itu,2,negative,0.997279227
EH DEMI APA AJAKIN AKU BELAJAR UTBK / TKA PLS 😔😔😔😔😔😔😔,eh demi apa mengajak aku belajar utbk tka tolong,2,negative,0.800574005
akt 26 banyak bgt ujiannya😭😭 udh mah pusing TKA eh ditambah menu mbg yg kadang ga nyambung,angkatan banyak banget ujiannya sudah mah pusing tka eh ditambah menu mbak yang kadang tidak menyambung,2,negative,0.934452891
Nilai TO &amp; TKA ke gw:,nilai try out   tka ke gue,1,neutral,0.963572621
Hahaha balik lagi kyk dulu 😂 aku masih ada buku2 wangsit tka akhirnya bisa dikasihin ke org lagi 😂,hahaha balik lagi kayak dulu aku masih ada buku wangsit tka akhirnya bisa dikasihin ke orang lagi,0,positive,0.747721553
Pengen self reward juga abis TKA tapi duitnya gkda😔,pengin self reward juga habis tka tapi duitnya gkda,2,negative,0.943977058
"gumoooninggg, yang tka swmangatt, yang kelas semangaat, yang kerja smangatt⭐🍀🤚🏻semoga kalian dipermudah apapun urusannyaa hari ini yaa🫵🏻♥️",gumoning yang tka swmangatt yang kelas semangaat yang kerja smangattsemoga kalian dipermudah apapun urusannyaa hari ini ya,0,positive,0.906776965
"—Quiz Dasar Bahasa Indonesia TKA 2026 by grstaana

#TKA #TPS #utbk #snbt #snbp #utbk2026 #pejuangptn #ptn #studytwt #AMBISVERSE #snbp2026 

1. Teks yang berisi cerita lucu yang mengandung sindiran terhadap suatu kejadian disebut...",quiz dasar bahasa indonesia tka by grstaana tka tps utbk snbt snbp utbk pejuangptn ptn studytwt ambisverse snbp teks yang berisi cerita lucu yang mengandung sindiran terhadap suatu kejadian disebut,1,neutral,0.981932282
"jangankan eligible, nilai tka gua pun blm di share wkwk",jangankan eligible nilai tka gua pun belum di share wkwk,2,negative,0.911389232
guys kalian dijelasin gasih kenapa sekolah maksa kita untuk ikut tka •__•,guys kalian dijelasin tidak sih kenapa sekolah maksa kita untuk ikut tka,2,negative,0.988054335
Hari ini giliran aku TKA. Semoga dimudahkan dan diberikan hasil yang terbaik. 🥲,hari ini giliran aku tka semoga dimudahkan dan diberikan hasil yang terbaik,0,positive,0.873231292
"omg tl aku isinya TKA semua.... semangat ya guyss, semoga semua hasil jerih payah kalian untuk belajar bisa terbayarkan dengan skor yang memuaskan❤️ (kalo perlu di bayar pake univ impian deh, aamiin)",omg tl aku isinya tka semua semangat ya guys semoga semua hasil jerih payah kalian untuk belajar bisa terbayarkan dengan skor yang memuaskan kalau perlu di bayar pakai universitas impian deh amin,0,positive,0.957428098
"kek gw pas libur(Senin Selasa) GA TENANGGG, karena full mikirin TKA di tambah gw liat twt kek banyak yang bilang susah makin ovt gw",kayak gue pas libursenin selasa tidak tenang karena full memikirkan tka di tambah gue lihat twt kayak banyak yang bilang susah makin ovt gue,2,negative,0.995734394
"kenapa mat tl sm fisika susah bgt....
pliss tiap hari tingkat percaya diri ku sm tka naik turun",kenapa mat tl sama fisika susah banget pliss tiap hari tingkat percaya diri ku sama tka naik turun,2,negative,0.964114726
"haaaii yang anak GO, minta saran dong. enaknya ambil kelas umum atau kelas SNBT yaaa? aku nggak begitu perlu pelajaran sehari hari tapi kalau ambil kelas SNBT persentase TKA nya cuma 20% :c terimakasih!",hai yang anak go meminta saran dong enaknya ambil kelas umum atau kelas snbt ya aku tidak begitu perlu pelajaran sehari hari tapi kalau ambil kelas snbt persentase tka nya cuma sih terimakasih,1,neutral,0.67231214
"haloo man teman, aku lagi bingung mending prepare buat tka atau snbt? seringkali aku juga ngeraguin tka dan lebih milih kejar snbt tapi menurutku tka juga punya peluang gitu untuk lulus huhu... wdyt guys tolonk...",haloo man teman aku lagi bingung mending prepare buat tka atau snbt seringkali aku juga ngeraguin tka dan lebih memilih kejar snbt tapi menurutku tka juga punya peluang begitu untuk lulus huhu wdyt guys tolonk,2,negative,0.478486449
"guys, aku harus mulai bljr tka gmn ya...kaya knp pasrah bgt dah aku",guys aku harus mulai belajar tka bagaimana yakaya kenapa pasrah banget sudah aku,2,negative,0.975624979
tka mapel lanjutan nya klo ngambil satu doang bleh egk sih??,tka mata pelajaran lanjutan nya kalau ngambil satu doang boleh egk sih,1,neutral,0.692493677
"Terus juga menurut adek gua yg menjalani tka ini, hari pertama tuh nyebelin parah, server down. Dia baru bisa ngerjain setelah lewat 30 menit-1 jam, jadi nilai dia anjlok parah di Day 1. Pas nanya ke pengawas, pengawasnya juga bingung 😔",terus juga menurut adek gua yang menjalani tka ini hari pertama tuh menyebalkan parah server down dia baru bisa ngerjain setelah lewat menit jam jadi nilai dia anjlok parah di day pas bertanya ke pengawas pengawasnya juga bingung,2,negative,0.997266769
"HARI PENGHAKIMAN PUN TIBA ANJIR, TEMEN TEMEN SEMUANYA DOAKAN GUA PLIS LANCAR TKA, makasih buat temen temen yang udah semangatin dari kemarin kemarinan i love you all&lt;33🥹💗",hari penghakiman pun tiba anjir teman teman semuanya doakan gua tolong lancar tka terima kasih buat teman teman yang sudah semangatin dari kemarin kemarinan i love you alt,0,positive,0.935036838
"Benit, dhe tka nxjerr Eli blloffff!!! 
Londrimi ✨ 
Hahahahhaha 
U kall Benita 
#bbvipks4",benit deh tka nxjerr eli bllof londrimi hahahahhaha lu kall benita bbvipks,2,negative,0.823238373
iri sama sekolah yg ngadain intensif tka... sekolahku malah makin banyak project....,iri sama sekolah yang mengadakan intensif tka sekolahku malah makin banyak project,2,negative,0.981938243
"umum, ada tka kan sekarng bjjr pls itu tka ga ngotak banget",umum ada tka kan sekarang bjjr tolong itu tka tidak ngotak banget,2,negative,0.848176122
"Terimakasih Kurikulum Merdeka. 

Tapi ini politik sih, krn tingkat soal TKA di atas UN.

Yg Anti UN harusnya menentang TKA.
Cuma efek UN hilang itu semu karena UN itu bagus anak-anak latihan soal ujian Univ. Inget, gak semua anak kuliah di luar.

Ini klo dibahas panjang jadinya.",terimakasih kurikulum merdeka tapi ini politik sih karena tingkat soal tka di atas un yang anti un harusnya menentang tka cuma efek un hilang itu semu karena un itu bagus anakanak latihan soal ujian universitas ingat tidak semua anak kuliah di luar ini kalau dibahas panjang jadinya,2,negative,0.96624279
"aku mau jurusan tekdus, but bingung bgt TKA ambil matlan fisika atau fisika kimia, rapotku sih nilai matlan lebih besar dari kimia, cuma aku takut ga sanggup aja kalo pilih matlan 😔😔",aku mau jurusan tekdus but bingung banget tka ambil matematika lanjutan fisika atau fisika kimia rapotku sih nilai matematika lanjutan lebih besar dari kimia cuma aku takut tidak sanggup saja kalau pilih matematika lanjutan,2,negative,0.977747738
"ga minta banyak tahun depan
1. iPhone 15 warna pink
2. masuk SMA yang dipengin
3. dapet nilai tka bagus-bagus
4. rumah makin bagus
5. JADII KAYAAAA DI TAHUN 2026",tidak meminta banyak tahun depan iphone warna pink masuk sama yang dipengin dapat nilai tka bagus bagus rumah makin bagus jadi kaya di tahun,0,positive,0.821619093
KELAR TKA GUA MAU MARATON DRAKOR POKOKNYA,kelar tka gua mau maraton drakor pokoknya,0,positive,0.677867293
"ya Allah lindungi nilai TKA saya
ya Allah baguskan nilai TKA saya
ya Allah sempurnakan nilai TKA saya",ya allah lindungi nilai tka saya ya allah baguskan nilai tka saya ya allah sempurnakan nilai tka saya,0,positive,0.63199836
Saat fokus ke TKA dan UTBK,saat fokus ke tka dan utbk,1,neutral,0.995907068
"aduhh maaf ya seminggu ini jarang on dan bakal gabisa belajar materi tka, soalnya aku mau ada tes pramuka garudaaa (takutt bejir) 😫",aduh maaf ya seminggu ini jarang on dan bakal tidak bisa belajar materi tka soalnya aku mau ada tes pramuka garuda takutt bejir,2,negative,0.994813919
Ga mau gila ngadepin tka tapi overthinking anjing,tidak mau gila ngadepin tka tapi overthinking anjing,2,negative,0.997804224
"Hi, aku masi inget beberapa pola soal mat di TKA Sesi 1 tadi, kalo aku bikin thread tentang itu ada yang mau nitip gk ya? PTN!",hi aku masih ingat beberapa pola soal mat di tka sesi tadi kalau aku bikin thread tentang itu ada yang mau nitip tidak ya,1,neutral,0.989700794
bnran pasrah tka inimah 😭,benaran pasrah tka inimah,2,negative,0.888026953
ngelihat kebijakan tka taun ini mumet bgt ya smgt deh akt 26😮‍💨,melihat kebijakan tka tahun ini mumet banget ya smgt deh angkatan,2,negative,0.983953178
udah h-3 tka masih belum ngerti kimia banget,sudah h tka masih belum mengerti kimia banget,2,negative,0.992713869
ya Allah hari ini tka...,ya allah hari ini tka,1,neutral,0.474235535
OK sekarang belajar demi tka dan snbt,ok sekarang belajar demi tka dan snbt,0,positive,0.529420197
"[CALLING OUT UNTUK AKT 26, SEMIGAP,&amp;&amp; GAPYEARR‼️‼️‼️]
kalian bingung buat belajar utbk &amp;&amp; tka mulai dari mana ⁉️ 🙇‍♀️
alternatifa jawabannya, yuk join progam taman siswa 2026 jangan sampai ketinggalan po nya ya 🫡🫡

#snbt2026 #AMBISVERSE #alterian
#utbk
👇👇👇👇",calling out untuk angkatan semigapampamp gapyearr kalian bingung buat belajar utbk ampamp tka mulai dari mana alternatifa jawabannya yuk join progam taman siswa jangan sampai ketinggalan po nya ya snbt ambisverse alterian utbk,1,neutral,0.594936907
ini kalo yg semigap brrti ikut TKA juga kah???,ini kalau yang semigap berarti ikut tka juga kah,1,neutral,0.511388838
"day 1 jadi agit, blm siap menghadapi tka dan perintilannnya",day jadi kelas tiga belum siap menghadapi tka dan perintilanya,2,negative,0.838414609
Mirip w dimalam senin sblum tka,mirip gue dimalam senin sebelum tka,1,neutral,0.654519677
liburan kali ini gak kayak liburan anjir sibuk banget (latihan lomba &amp; BELAJAR UTBK TKA 😓😓😓😓😓😓😓),liburan kali ini tidak kayak liburan anjir sibuk banget latihan lomba   belajar utbk tka,2,negative,0.486743242
koyoke aku wis pasrah karo tka soale aku akhir-akhir iki luweh seneng sinau snbt😞😞 ekosos tak tinggal gitu aja soale aku jeblok bgt di mapel umum YA ALLAH YA ALLAH ak pusing☹️,koyoke aku wis pasrah karo tka soale aku akhirakhir iki luweh senang sinau snbt ekosos tak tinggal begitu saja soale aku jeblok banget di mata pelajaran umum ya allah ya allah aku pusing,2,negative,0.996764064
"Kelas SNBT 2026 nya akan segera kami buka, nanti ada bonus free zoom bahas TKA mapel wajib. Sistem pembayaran nya masih menggunakan lunas/cicilan

Nantikan pengumuman pembukaan kelasnya yakk 😁😁",kelas snbt nya akan segera kami buka nanti ada bonus free zoom bahas tka mata pelajaran wajib sistem pembayaran nya masih menggunakan lunascicilan nantikan pengumuman pembukaan kelasnya ya,1,neutral,0.942231715
"Sch! Gais mau tanya, klo TKA ny milih 2 bahasa, apakah msh bisa masuk jurusan seni? ak ga bisa MTK makanya pilih bahasa, kata temen ku bisa aj sih di utbk tpi di satu sisi kata temen ku yg lain ak mending pilih jurusan bahasa, menurut kalian gmn gais??",guys mau tanya kalau tka nya memilih bahasa apakah masih bisa masuk jurusan seni aku tidak bisa matematika makanya pilih bahasa kata teman ku bisa saja sih di utbk tapi di satu sisi kata teman ku yang lain aku mending pilih jurusan bahasa menurut kalian bagaimana guys,1,neutral,0.493440807
apapun akan ku lakukan kecuali belajar buat tka,apapun akan ku lakukan kecuali belajar buat tka,2,negative,0.576497793
Tft cil. Kita usahakan kuliah ambisverse itu @L_MarshaJKT48,tft cil kita usahakan kuliah ambisverse itu,0,positive,0.508487701
"Tuh kan bener apa dugaanku, pasti ada aja sekolah dengan label ""unggulan"" yang melakukan segala cara biar nilai TKA anak muridnya bisa bagus",tuh kan benar apa dugaanku pasti ada saja sekolah dengan label unggulan yang melakukan segala cara biar nilai tka anak muridnya bisa bagus,0,positive,0.879664779
Ya Allah permudahkanlah hambamu ini menjawab soal2 tka BIOLOGI KIMIA dengan GACORRRR DAN BETUL SEMUA 🙏🏻🙏🏻,ya allah permudahkanlah hambamu ini menjawab soal tka biologi kimia dengan gacor dan betul semua,0,positive,0.827302039
"PAGIYY, minta doa nya yaaa hari ini aku TKA 🤗🤗☝🏻☝🏻",pagiyy meminta doa nya ya hari ini aku tka,1,neutral,0.93235594
tpi ga mungkin bagus jg tka gua,tapi tidak mungkin bagus juga tka gua,2,negative,0.673047125
masa sekolah ku diumumin TKA tanggal 29??? pas masuk sekolah???,masa sekolah ku diumumin tka tanggal pas masuk sekolah,1,neutral,0.802311659
"ptn! heh kalian yang angkatan atas kenapa sibuk banget sih ngurusin keluhan angkatan 26, kalau mereka ngeluhin tka ya biarin aja sih, kalian juga udah pada punya kesibukan masing masing =_=

*bukan angkatan 26",heh kalian yang angkatan atas kenapa sibuk banget sih mengurusi keluhan angkatan kalau mereka ngeluhin tka ya biarkan saja sih kalian juga sudah pada punya kesibukan masing masing bukan angkatan,2,negative,0.996726632
Kenapa gue nyari mati dgn ambil tka matlan fisika 🆘️🆘️🆘️,kenapa gue mencari mati dengan ambil tka matematika lanjutan fisika,2,negative,0.882765591
"TKA TELAH SELESAI !!

Berapapun Skor TKA nanti !! kalian semua harus bangga pada diri kalian sendiri karena sudah berusaha, berjuang sampai akhir dan telah mengerjakan TKA dengan jujur 🥹🫶🏻

MIMIN DOAKAN NILAI TKA KALIAN 95++ MASUK KUOTA ELIGIBLE SNBP 2026 (Aamiin) 💜

#tka",tka telah selesai berapapun skor tka nanti kalian semua harus bangga pada diri kalian sendiri karena sudah berusaha berjuang sampai akhir dan telah mengerjakan tka dengan jujur admin doakan nilai tka kalian masuk kuota eligible snbp amin tka,0,positive,0.964320421
"ptn! aku habis tka baru mulai ngejar belajar snbt, bolehkah spill bahan belajar kalian apa aja?? buat yang belajarnya mandiri",aku habis tka baru mulai ngejar belajar snbt bolehkah spill bahan belajar kalian apa saja buat yang belajarnya mandiri,1,neutral,0.88921839
kalian yang SMK dipilihin juga gaa mapel pilihan tka nya??,kalian yang smk dipilihin juga tidak mata pelajaran pilihan tka nya,2,negative,0.8528862
"guys, ada saran ga ya aku bikin thread kumpulan materi TKA mapel apalagi?",guys ada saran tidak ya aku bikin thread kumpulan materi tka mata pelajaran apalagi,1,neutral,0.871454775
"aku : ""mi udah liat nilai TKA aku belum??""
umi : ""udah kemarin""
aku : ""bagus kann (sambil senyum watados)
umi : ""heem 30"" 
and we laugh together🙂
thank you for being a supportive mom ya umiww",aku mi sudah lihat nilai tka aku belum umi sudah kemarin aku bagus kan sambil senyum watados umi heem and we laugh together thank you for being a supportive mom ya umiww,0,positive,0.981713593
KOOO NILAI TKA AKU BELUM ADA YYAA 😵‍💫😵‍💫,kok nilai tka aku belum ada yyaa,2,negative,0.946398854
"gara gara kemaren tu upacara tp kelasku ga diinfokan, kondisi gerimis, kami gada yg bawa topi. dan ga expect upacara juga org ada gladi tka (kami gel 1 sesi 1)",gara gara kemarin itu upacara tapi kelasku tidak diinfokan kondisi gerimis kami tidak ada yang bawa topi dan tidak eect upacara juga orang ada gladi tka kami gelombang sesi,2,negative,0.978907287
"@hoshhyeon_ OMG KM AGIT YH AYANG, SEMANGAT AGIT😭😭😭 semoga hasil TKA nya bagus trs esenbepe nya biruw biruw, aamiin 🤍🤍",omg kamu kelas tiga ya ayang semangat kelas tiga semoga hasil tka nya bagus terus esenbepe nya biruw biruw amin,0,positive,0.976182997
"Padahal pas kelas 10 gua udah fokus buat nilai rapot gua. Siapa sangka tiba tiba di hadapin TKA begini, siapa yang gak marah cb",padahal pas kelas gua sudah fokus buat nilai rapot gua siapa sangka tiba tiba di menghadapi tka begini siapa yang tidak marah coba,2,negative,0.801676691
sumpah ini gw pas belajar TKA,sumpah ini gue pas belajar tka,1,neutral,0.469155341
"beli buku tka gx yahh, kaya sayang banget sisa 1 bulan lagi",beli buku tka tidak ya kaya sayang banget sisa bulan lagi,1,neutral,0.461008787
"tka tka tka, a nya astaghfirullah, k nya kuatkan kami yaallah, t nya apa guys 😮‍💨",tka tka tka a nya astaghfirullah ke nya kuatkan kami yaallah t nya apa guys,2,negative,0.856673598
mending belajar buat tka dlu atau utbk yaa? huhu,mending belajar buat tka dulu atau utbk ya huhu,1,neutral,0.892683446
ini meriang setiap liat video tentang tka emang efek sampingnya kah,ini meriang setiap lihat video tentang tka memang efek sampingnya kah,2,negative,0.988040864
SEMAANGAAAT YANH HARI INI TKA 💞💞💞💞 good luck kaliaann aku doakan yang terbaik buaat kaliYan!! 🤍🤍🤍,semaangat yanh hari ini tka good luck kaliaann aku doakan yang terbaik buaat kaliyan,0,positive,0.984793305
Sch! saran buku TKA yang udh sesuai kisi kisi dan cocok untuk pemula yang ga pernah belajar latsol latsol gt dong guis 😔 bingung bgt hrus mulai drmn 😔,saran buku tka yang sudah sesuai kisi kisi dan cocok untuk pemula yang tidak pernah belajar latihan soal latihan soal begitu dong guis bingung banget harus mulai darimana,2,negative,0.876307726
"klo tau agit repot aku gaakan mw jdi dewasa anjir 😔💔 udah abis tka langsung mikir laporan trs presentasi 🥲 yaallah, berilah kekuatan untuk kami para agit 😭😭",kalau tau kelas tiga repot aku gaakan mau jadi dewasa anjir sudah habis tka langsung mikir laporan terus presentasi yaallah berilah kekuatan untuk kami para kelas tiga,0,positive,0.783784509
"emang sih, di jalur SNBP raport bukan faktor yg paling utama… tapi tetep aja takut nilai di raport turun….

dan kita gatau… kebijakan kemendiktisaintek gimana? apakah raport masih jadi faktor paling utama atau justru TKA lah yang jadi faktor paling utama nya",memang sih di jalur snbp raport bukan faktor yang paling utama tapi tetap saja takut nilai di raport turun dan kita tidak tau kebijakan kemendiktisaintek bagaimana apakah raport masih jadi faktor paling utama atau justru tka lah yang jadi faktor paling utama nya,2,negative,0.882055879
Belajar TKA pakai buku panduan gak?,belajar tka pakai buku panduan tidak,1,neutral,0.829785287
guys spill buku tka kalian dong 😭,guys spill buku tka kalian dong,1,neutral,0.966914535
Buku TKA yang bagus apa yaaa... aku masih bingung dehhh,buku tka yang bagus apa ya aku masih bingung deh,2,negative,0.931907773
gwehj udh beli wangsit dari sebelum tka bahkan (pasrah tka),gwehj sudah beli wangsit dari sebelum tka bahkan pasrah tka,1,neutral,0.814474761
hidup gonjang ganjing karena tka,hidup gonjang ganjing karena tka,2,negative,0.995702326
